supplier_id,timestamp,category,supplier_program,scope3_emissions,region,market_conditions,energy_mix,supplier_size,baseline_emissions,emission_factor,confidence_score
SUP-0234,2024-10-07,Cat4_Transport,1,-160.4,EU,0.41,0.37,large,1428.0,0.12,0.89
SUP-0235,2024-02-22,Cat4_Transport,1,-68.4,LATAM,0.66,0.24,medium,554.0,0.12,0.89
SUP-0236,2024-12-19,Cat4_Transport,0,5.0,APAC,0.74,0.36,small,506.0,0.12,0.65
SUP-0237,2024-06-05,Cat1_Purchased_Goods,1,-127.8,EMEA,0.76,0.37,large,1036.0,2.5,0.83
SUP-0238,2025-07-21,Cat6_Business_Travel,1,-15.9,EMEA,0.58,0.52,small,100.0,0.255,0.76
SUP-0239,2024-01-13,Cat1_Purchased_Goods,0,30.3,EU,0.66,0.47,small,278.0,2.5,0.83
SUP-0240,2024-10-19,Cat11_Use_of_Products,1,-77.9,EU,0.6,0.28,medium,275.0,1.8,0.82
SUP-0241,2024-01-13,Cat11_Use_of_Products,1,-124.4,NA,0.69,0.21,large,1078.0,1.8,0.96
SUP-0242,2025-09-12,Cat1_Purchased_Goods,1,-33.9,LATAM,0.55,0.6,small,421.0,2.5,0.72
SUP-0243,2024-02-18,Cat1_Purchased_Goods,1,-89.1,EU,0.37,0.31,medium,653.0,2.5,0.8
SUP-0244,2025-01-21,Cat4_Transport,0,12.1,NA,0.56,0.35,medium,697.0,0.12,0.87
SUP-0245,2025-11-17,Cat11_Use_of_Products,0,-10.1,EU,0.49,0.47,small,291.0,1.8,0.66
SUP-0246,2025-01-25,Cat6_Business_Travel,0,-13.2,EU,0.64,0.57,small,100.0,0.255,0.78
SUP-0247,2025-12-29,Cat1_Purchased_Goods,0,-4.5,NA,0.64,0.42,small,437.0,2.5,0.81
SUP-0248,2024-05-03,Cat11_Use_of_Products,0,-4.7,APAC,0.63,0.1,small,403.0,1.8,0.85
SUP-0249,2025-01-28,Cat11_Use_of_Products,1,-19.6,NA,0.74,0.36,small,251.0,1.8,0.77
SUP-0250,2025-11-17,Cat4_Transport,0,1.2,EMEA,0.69,0.22,small,450.0,0.12,0.61
SUP-0251,2025-07-26,Cat4_Transport,1,-95.4,EMEA,0.4,0.37,large,1128.0,0.12,0.8
SUP-0252,2025-06-03,Cat11_Use_of_Products,0,9.4,EU,0.69,0.26,small,336.0,1.8,0.69
SUP-0253,2024-06-02,Cat6_Business_Travel,1,-138.7,EU,0.8,0.33,large,1124.0,0.255,0.86
SUP-0254,2025-04-22,Cat4_Transport,0,6.4,APAC,0.67,0.43,small,257.0,0.12,0.77
SUP-0255,2024-09-11,Cat1_Purchased_Goods,1,-33.4,APAC,0.67,0.34,small,369.0,2.5,0.79
SUP-0256,2025-03-26,Cat11_Use_of_Products,0,27.2,EMEA,0.69,0.05,small,399.0,1.8,0.74
SUP-0257,2025-12-18,Cat1_Purchased_Goods,0,12.9,APAC,0.32,0.44,large,999.0,2.5,0.77
SUP-0258,2024-07-11,Cat1_Purchased_Goods,1,-143.7,EU,0.69,0.69,large,1116.0,2.5,0.86
SUP-0259,2025-11-30,Cat11_Use_of_Products,0,11.6,NA,0.81,0.29,large,1244.0,1.8,0.8
SUP-0260,2024-04-18,Cat1_Purchased_Goods,0,10.9,APAC,0.67,0.25,small,345.0,2.5,0.85
SUP-0261,2024-07-07,Cat1_Purchased_Goods,1,-92.7,APAC,0.61,0.41,large,1161.0,2.5,0.95
SUP-0262,2024-06-29,Cat4_Transport,0,-10.9,LATAM,0.61,0.17,small,299.0,0.12,0.89
SUP-0263,2024-12-08,Cat11_Use_of_Products,1,-121.5,APAC,0.47,0.14,large,1223.0,1.8,0.83
SUP-0264,2024-01-22,Cat6_Business_Travel,0,12.1,NA,0.48,0.25,medium,713.0,0.255,0.91
SUP-0265,2024-01-10,Cat11_Use_of_Products,0,13.1,APAC,0.46,0.29,medium,716.0,1.8,0.93
SUP-0266,2025-07-16,Cat11_Use_of_Products,1,-115.5,NA,0.75,0.45,large,1262.0,1.8,0.83
SUP-0267,2025-08-15,Cat1_Purchased_Goods,1,-44.3,EU,0.7,0.32,small,463.0,2.5,0.69
SUP-0268,2024-06-23,Cat1_Purchased_Goods,1,-70.5,NA,0.2,0.45,medium,894.0,2.5,0.76
SUP-0269,2024-03-18,Cat4_Transport,0,14.6,APAC,0.72,0.13,large,1145.0,0.12,0.92
SUP-0270,2024-12-04,Cat4_Transport,0,17.6,NA,0.55,0.42,medium,763.0,0.12,0.88
SUP-0271,2024-11-08,Cat4_Transport,0,2.8,LATAM,0.78,0.33,small,316.0,0.12,0.72
SUP-0272,2024-05-05,Cat4_Transport,0,14.3,NA,0.71,0.38,small,383.0,0.12,0.78
SUP-0273,2025-05-03,Cat1_Purchased_Goods,0,18.0,APAC,0.68,0.23,medium,665.0,2.5,0.86
SUP-0274,2025-06-09,Cat4_Transport,1,-79.6,LATAM,0.56,0.35,large,1096.0,0.12,0.85
SUP-0275,2025-11-19,Cat1_Purchased_Goods,0,5.2,NA,0.34,0.33,small,207.0,2.5,0.65
SUP-0276,2025-03-14,Cat11_Use_of_Products,0,19.2,EU,0.56,0.65,small,318.0,1.8,0.82
SUP-0277,2025-07-13,Cat1_Purchased_Goods,0,-12.2,APAC,0.58,0.13,medium,852.0,2.5,0.86
SUP-0278,2024-10-10,Cat11_Use_of_Products,0,-6.1,APAC,0.61,0.34,medium,805.0,1.8,0.81
SUP-0279,2024-06-14,Cat4_Transport,0,-15.4,EU,0.63,0.41,small,505.0,0.12,0.8
SUP-0280,2025-08-27,Cat11_Use_of_Products,1,-40.3,APAC,0.37,0.4,medium,740.0,1.8,0.77
SUP-0281,2024-04-20,Cat1_Purchased_Goods,0,1.9,APAC,0.5,0.15,small,477.0,2.5,0.78
SUP-0282,2024-11-09,Cat1_Purchased_Goods,1,-87.4,APAC,0.55,0.23,medium,815.0,2.5,0.81
SUP-0283,2025-08-25,Cat1_Purchased_Goods,0,-6.9,APAC,0.62,0.34,small,599.0,2.5,0.65
SUP-0284,2025-11-24,Cat6_Business_Travel,0,8.0,EMEA,0.56,0.48,small,550.0,0.255,0.64
SUP-0285,2024-11-30,Cat1_Purchased_Goods,1,-150.9,EU,0.54,0.44,large,1117.0,2.5,0.88
SUP-0286,2024-03-28,Cat6_Business_Travel,1,-44.8,EMEA,0.45,0.27,small,662.0,0.255,0.85
SUP-0287,2025-09-12,Cat11_Use_of_Products,1,-57.3,LATAM,0.88,0.06,medium,751.0,1.8,0.71
SUP-0288,2024-06-01,Cat11_Use_of_Products,0,-7.0,LATAM,0.78,0.13,small,485.0,1.8,0.82
SUP-0289,2024-01-06,Cat1_Purchased_Goods,0,9.4,APAC,0.66,0.35,medium,657.0,2.5,0.93
SUP-0290,2025-12-26,Cat4_Transport,0,1.1,NA,0.82,0.05,medium,585.0,0.12,0.7
SUP-0291,2025-09-11,Cat1_Purchased_Goods,0,-0.0,APAC,0.56,0.3,small,568.0,2.5,0.7
SUP-0292,2025-12-13,Cat1_Purchased_Goods,0,-3.4,EU,0.47,0.59,medium,578.0,2.5,0.72
SUP-0293,2024-10-15,Cat6_Business_Travel,0,17.6,NA,0.47,0.41,medium,733.0,0.255,0.81
SUP-0294,2024-04-02,Cat4_Transport,0,-7.3,APAC,0.48,0.3,small,350.0,0.12,0.86
SUP-0295,2024-01-07,Cat6_Business_Travel,1,-68.4,LATAM,0.75,0.34,large,1065.0,0.255,0.92
SUP-0296,2025-02-19,Cat6_Business_Travel,1,-96.1,APAC,0.72,0.38,large,1258.0,0.255,0.82
SUP-0297,2024-07-17,Cat11_Use_of_Products,1,-12.0,APAC,0.59,0.37,small,299.0,1.8,0.8
SUP-0298,2025-03-10,Cat1_Purchased_Goods,0,8.2,NA,0.59,0.43,small,199.0,2.5,0.76
SUP-0299,2024-11-28,Cat11_Use_of_Products,1,-61.9,LATAM,0.32,0.37,medium,753.0,1.8,0.7
SUP-0300,2024-02-28,Cat1_Purchased_Goods,0,12.5,APAC,0.54,0.23,medium,680.0,2.5,0.87
SUP-0301,2025-11-01,Cat4_Transport,0,8.0,LATAM,0.81,0.35,large,1258.0,0.12,0.83
SUP-0302,2025-12-21,Cat6_Business_Travel,1,-70.8,EU,0.43,0.31,small,637.0,0.255,0.69
SUP-0303,2025-07-29,Cat4_Transport,1,-81.2,LATAM,0.48,0.43,large,880.0,0.12,0.88
SUP-0304,2025-09-07,Cat1_Purchased_Goods,1,-39.9,NA,0.58,0.19,small,528.0,2.5,0.67
SUP-0305,2025-10-19,Cat4_Transport,0,7.4,EMEA,0.93,0.41,medium,928.0,0.12,0.61
SUP-0306,2024-06-04,Cat6_Business_Travel,0,2.2,APAC,0.68,0.29,small,492.0,0.255,0.85
SUP-0307,2024-06-09,Cat1_Purchased_Goods,1,-55.5,NA,0.65,0.16,small,522.0,2.5,0.88
SUP-0308,2024-02-25,Cat6_Business_Travel,0,2.9,EU,0.49,0.48,medium,985.0,0.255,0.98
SUP-0309,2025-02-03,Cat1_Purchased_Goods,0,15.8,NA,0.78,0.28,small,224.0,2.5,0.66
SUP-0310,2025-08-20,Cat4_Transport,0,22.8,EU,0.76,0.69,large,1158.0,0.12,0.87
SUP-0311,2025-07-26,Cat6_Business_Travel,0,1.6,APAC,0.64,0.12,medium,963.0,0.255,0.83
SUP-0312,2025-11-25,Cat4_Transport,0,18.1,APAC,0.2,0.24,medium,655.0,0.12,0.69
SUP-0313,2024-07-07,Cat1_Purchased_Goods,0,-11.1,APAC,0.89,0.25,medium,701.0,2.5,0.84
SUP-0314,2024-03-04,Cat1_Purchased_Goods,1,-46.9,LATAM,0.52,0.38,medium,714.0,2.5,0.87
SUP-0315,2024-10-22,Cat4_Transport,1,-98.2,LATAM,0.22,0.26,large,910.0,0.12,0.83
SUP-0316,2025-03-13,Cat1_Purchased_Goods,0,7.3,APAC,0.58,0.36,medium,579.0,2.5,0.75
SUP-0317,2024-02-14,Cat1_Purchased_Goods,1,-71.8,EMEA,0.64,0.37,medium,793.0,2.5,0.87
SUP-0318,2025-04-09,Cat4_Transport,1,-103.6,APAC,0.57,0.23,large,1023.0,0.12,0.82
SUP-0319,2024-10-02,Cat1_Purchased_Goods,0,19.7,EU,0.78,0.15,large,994.0,2.5,0.8
SUP-0320,2024-04-02,Cat1_Purchased_Goods,0,8.0,EU,0.43,0.4,small,605.0,2.5,0.8
SUP-0321,2025-01-09,Cat1_Purchased_Goods,1,-52.0,APAC,0.83,0.24,medium,573.0,2.5,0.77
SUP-0322,2024-03-05,Cat11_Use_of_Products,0,0.3,APAC,0.5,0.46,medium,682.0,1.8,0.93
SUP-0323,2025-02-02,Cat1_Purchased_Goods,0,3.9,EU,0.83,0.49,small,502.0,2.5,0.7
SUP-0324,2025-12-20,Cat6_Business_Travel,0,7.4,APAC,0.65,0.21,medium,580.0,0.255,0.76
SUP-0325,2025-05-02,Cat1_Purchased_Goods,1,-125.9,EU,0.89,0.65,large,706.0,2.5,0.82
SUP-0326,2025-07-04,Cat1_Purchased_Goods,0,3.1,EMEA,0.57,0.05,medium,735.0,2.5,0.85
SUP-0327,2024-09-03,Cat1_Purchased_Goods,1,-16.8,APAC,0.52,0.39,small,681.0,2.5,0.8
SUP-0328,2024-09-11,Cat1_Purchased_Goods,0,15.7,NA,0.35,0.65,large,1120.0,2.5,0.91
SUP-0329,2024-10-02,Cat1_Purchased_Goods,0,4.9,NA,0.39,0.38,small,649.0,2.5,0.78
SUP-0330,2024-11-10,Cat4_Transport,1,-167.3,EU,0.57,0.44,large,1339.0,0.12,0.86
SUP-0331,2024-04-03,Cat6_Business_Travel,1,-65.9,APAC,0.62,0.2,medium,908.0,0.255,0.98
SUP-0332,2024-12-29,Cat1_Purchased_Goods,1,-23.0,APAC,0.86,0.22,small,100.0,2.5,0.64
SUP-0333,2024-05-19,Cat4_Transport,0,-2.9,APAC,0.48,0.18,small,355.0,0.12,0.87
SUP-0334,2024-05-18,Cat1_Purchased_Goods,0,-7.4,APAC,0.63,0.08,medium,869.0,2.5,0.84
SUP-0335,2024-08-14,Cat1_Purchased_Goods,0,-4.7,NA,0.78,0.55,small,379.0,2.5,0.72
SUP-0336,2025-07-03,Cat6_Business_Travel,1,-85.1,EMEA,0.45,0.47,large,956.0,0.255,0.77
SUP-0337,2024-07-28,Cat11_Use_of_Products,1,-65.7,EMEA,0.59,0.43,medium,666.0,1.8,0.83
SUP-0338,2024-07-02,Cat11_Use_of_Products,0,-17.0,APAC,0.2,0.23,small,413.0,1.8,0.77
SUP-0339,2024-01-10,Cat1_Purchased_Goods,0,12.6,EU,0.77,0.44,small,522.0,2.5,0.85
SUP-0340,2025-03-09,Cat1_Purchased_Goods,1,-111.8,EMEA,0.74,0.29,large,934.0,2.5,0.89
SUP-0341,2025-12-26,Cat1_Purchased_Goods,1,-71.0,EU,0.65,0.47,medium,661.0,2.5,0.81
SUP-0342,2024-03-10,Cat6_Business_Travel,0,20.6,EMEA,0.63,0.38,medium,782.0,0.255,0.88
SUP-0343,2024-12-10,Cat1_Purchased_Goods,1,-43.9,EMEA,0.56,0.37,small,529.0,2.5,0.77
SUP-0344,2024-07-15,Cat6_Business_Travel,1,-86.4,EU,0.57,0.34,medium,711.0,0.255,0.78
SUP-0345,2025-03-20,Cat6_Business_Travel,1,-86.7,EU,0.51,0.4,medium,787.0,0.255,0.77
SUP-0346,2024-10-04,Cat1_Purchased_Goods,0,11.2,EU,0.75,0.5,medium,420.0,2.5,0.75
SUP-0347,2025-11-17,Cat1_Purchased_Goods,0,-9.6,EU,0.53,0.57,medium,490.0,2.5,0.76
SUP-0348,2024-03-12,Cat1_Purchased_Goods,1,-68.4,LATAM,0.54,0.32,large,820.0,2.5,0.93
SUP-0349,2025-06-15,Cat4_Transport,0,-1.9,EU,0.68,0.42,medium,623.0,0.12,0.74
SUP-0350,2025-02-02,Cat6_Business_Travel,0,22.4,APAC,0.51,0.05,large,1068.0,0.255,0.87
SUP-0351,2024-05-24,Cat4_Transport,1,-114.8,EMEA,0.63,0.55,large,1280.0,0.12,0.89
SUP-0352,2024-07-05,Cat1_Purchased_Goods,1,-143.5,EU,0.37,0.39,large,1115.0,2.5,0.91
SUP-0353,2025-08-05,Cat4_Transport,0,31.8,EMEA,0.41,0.55,large,1025.0,0.12,0.8
SUP-0354,2025-02-26,Cat1_Purchased_Goods,1,-84.0,APAC,0.79,0.22,large,1123.0,2.5,0.81
SUP-0355,2024-05-25,Cat1_Purchased_Goods,0,21.9,EU,0.58,0.47,medium,746.0,2.5,0.89
SUP-0356,2025-02-04,Cat1_Purchased_Goods,1,-42.4,APAC,0.55,0.22,medium,768.0,2.5,0.89
SUP-0357,2025-05-29,Cat4_Transport,0,1.4,EMEA,0.33,0.28,small,180.0,0.12,0.55
SUP-0358,2025-12-27,Cat1_Purchased_Goods,1,-43.3,NA,0.53,0.25,small,624.0,2.5,0.74
SUP-0359,2024-04-08,Cat11_Use_of_Products,1,-163.1,EU,0.44,0.34,large,1348.0,1.8,0.9
SUP-0360,2025-04-27,Cat1_Purchased_Goods,1,-84.6,EU,0.75,0.46,medium,598.0,2.5,0.77
SUP-0361,2024-10-09,Cat1_Purchased_Goods,1,-111.6,APAC,0.39,0.26,large,1166.0,2.5,0.83
SUP-0362,2024-03-03,Cat11_Use_of_Products,1,-46.1,EU,0.51,0.53,small,102.0,1.8,0.68
SUP-0363,2024-07-13,Cat4_Transport,1,-55.3,APAC,0.5,0.17,medium,644.0,0.12,0.89
SUP-0364,2024-10-07,Cat4_Transport,0,0.5,NA,0.62,0.34,medium,642.0,0.12,0.87
SUP-0365,2024-08-08,Cat1_Purchased_Goods,0,6.8,NA,0.73,0.39,medium,529.0,2.5,0.78
SUP-0366,2024-02-19,Cat6_Business_Travel,0,0.8,NA,0.43,0.3,small,610.0,0.255,0.86
SUP-0367,2024-07-07,Cat6_Business_Travel,1,-114.1,APAC,0.35,0.05,large,1374.0,0.255,0.97
SUP-0368,2024-01-16,Cat6_Business_Travel,0,4.5,EU,0.79,0.34,large,1133.0,0.255,0.94
SUP-0369,2024-04-17,Cat1_Purchased_Goods,1,-35.4,EU,0.45,0.41,small,341.0,2.5,0.8
SUP-0370,2024-12-26,Cat6_Business_Travel,0,6.6,APAC,0.56,0.17,small,346.0,0.255,0.79
SUP-0371,2024-01-12,Cat1_Purchased_Goods,1,-75.9,NA,0.57,0.31,medium,515.0,2.5,0.98
SUP-0372,2025-09-27,Cat4_Transport,1,-37.9,APAC,0.79,0.3,medium,637.0,0.12,0.72
SUP-0373,2025-09-13,Cat1_Purchased_Goods,1,-89.3,EU,0.57,0.54,medium,670.0,2.5,0.82
SUP-0374,2024-07-24,Cat4_Transport,1,-57.1,LATAM,0.53,0.46,large,1231.0,0.12,0.89
SUP-0375,2025-03-27,Cat4_Transport,0,5.4,NA,0.61,0.32,small,422.0,0.12,0.75
SUP-0376,2025-02-04,Cat4_Transport,1,-68.4,LATAM,0.47,0.41,large,1068.0,0.12,0.78
SUP-0377,2024-07-08,Cat11_Use_of_Products,1,-104.0,APAC,0.69,0.58,large,986.0,1.8,0.94
SUP-0378,2025-05-22,Cat4_Transport,0,2.6,EU,0.57,0.21,medium,581.0,0.12,0.79
SUP-0379,2024-11-21,Cat1_Purchased_Goods,1,-65.1,APAC,0.73,0.39,medium,399.0,2.5,0.83
SUP-0380,2025-11-09,Cat6_Business_Travel,0,-7.9,EMEA,0.67,0.6,medium,523.0,0.255,0.73
SUP-0381,2025-09-18,Cat4_Transport,0,12.7,APAC,0.63,0.14,medium,664.0,0.12,0.7
SUP-0382,2025-02-14,Cat1_Purchased_Goods,0,11.2,EMEA,0.36,0.23,medium,936.0,2.5,0.71
SUP-0383,2025-01-10,Cat11_Use_of_Products,1,-135.3,EU,0.75,0.54,large,1120.0,1.8,0.88
SUP-0384,2025-08-22,Cat11_Use_of_Products,1,-106.7,EMEA,0.63,0.21,large,1194.0,1.8,0.89
SUP-0385,2025-05-12,Cat1_Purchased_Goods,1,-94.3,APAC,0.57,0.19,large,1137.0,2.5,0.8
SUP-0386,2024-09-29,Cat11_Use_of_Products,0,21.1,EU,0.76,0.63,small,380.0,1.8,0.72
SUP-0387,2024-08-04,Cat11_Use_of_Products,0,-16.6,EMEA,0.59,0.21,medium,364.0,1.8,0.94
SUP-0388,2025-11-03,Cat1_Purchased_Goods,0,-1.7,EU,0.7,0.46,medium,574.0,2.5,0.75
SUP-0389,2024-10-18,Cat4_Transport,0,1.6,APAC,0.57,0.35,small,554.0,0.12,0.79
SUP-0390,2024-07-05,Cat4_Transport,1,-70.5,NA,0.3,0.18,medium,651.0,0.12,0.73
SUP-0391,2024-09-11,Cat11_Use_of_Products,0,5.3,EMEA,0.67,0.05,small,248.0,1.8,0.82
SUP-0392,2024-02-02,Cat4_Transport,1,-154.3,EU,0.55,0.22,large,1226.0,0.12,0.93
SUP-0393,2025-12-22,Cat4_Transport,0,5.7,NA,0.65,0.5,small,360.0,0.12,0.76
SUP-0394,2024-06-20,Cat4_Transport,0,4.8,EMEA,0.62,0.32,medium,683.0,0.12,0.9
SUP-0395,2024-02-22,Cat6_Business_Travel,1,-38.4,APAC,0.58,0.15,small,485.0,0.255,0.82
SUP-0396,2024-02-04,Cat4_Transport,0,8.3,EU,0.55,0.43,medium,344.0,0.12,0.98
SUP-0397,2025-05-10,Cat1_Purchased_Goods,0,-10.1,EU,0.2,0.61,small,685.0,2.5,0.77
SUP-0398,2025-01-03,Cat1_Purchased_Goods,0,-11.6,EU,0.44,0.36,small,408.0,2.5,0.76
SUP-0399,2025-06-13,Cat1_Purchased_Goods,1,-19.2,EMEA,0.46,0.41,small,420.0,2.5,0.67
SUP-0400,2024-05-16,Cat1_Purchased_Goods,0,16.7,NA,0.68,0.24,small,417.0,2.5,0.8
SUP-0401,2024-04-27,Cat4_Transport,0,26.7,APAC,0.55,0.16,small,368.0,0.12,0.78
SUP-0402,2025-03-14,Cat1_Purchased_Goods,1,-101.0,LATAM,0.61,0.24,large,1107.0,2.5,0.83
SUP-0403,2025-03-14,Cat1_Purchased_Goods,1,-76.8,NA,0.49,0.35,medium,862.0,2.5,0.89
SUP-0404,2024-10-20,Cat11_Use_of_Products,1,-75.3,NA,0.48,0.23,medium,760.0,1.8,0.79
SUP-0405,2024-03-04,Cat4_Transport,1,-63.9,APAC,0.57,0.31,medium,524.0,0.12,0.92
SUP-0406,2025-04-10,Cat1_Purchased_Goods,0,26.9,EU,0.59,0.32,large,1011.0,2.5,0.79
SUP-0407,2024-10-22,Cat1_Purchased_Goods,0,-17.2,APAC,0.52,0.06,medium,644.0,2.5,0.84
SUP-0408,2025-05-12,Cat1_Purchased_Goods,1,-116.0,NA,0.51,0.27,large,1059.0,2.5,0.79
SUP-0409,2024-12-09,Cat1_Purchased_Goods,1,-104.9,APAC,0.74,0.27,large,1307.0,2.5,0.92
SUP-0410,2025-06-11,Cat1_Purchased_Goods,0,18.3,NA,0.54,0.29,small,342.0,2.5,0.81
SUP-0411,2024-03-10,Cat1_Purchased_Goods,0,-5.7,APAC,0.61,0.09,small,652.0,2.5,0.77
SUP-0412,2024-11-24,Cat11_Use_of_Products,0,-10.0,APAC,0.45,0.15,medium,533.0,1.8,0.85
SUP-0413,2024-03-19,Cat11_Use_of_Products,1,-56.8,APAC,0.7,0.21,medium,889.0,1.8,0.86
SUP-0414,2024-04-26,Cat1_Purchased_Goods,1,-135.7,EU,0.4,0.53,large,1041.0,2.5,0.98
SUP-0415,2025-07-25,Cat4_Transport,0,20.7,EU,0.57,0.5,large,1120.0,0.12,0.88
SUP-0416,2025-03-09,Cat1_Purchased_Goods,0,12.4,NA,0.67,0.52,small,389.0,2.5,0.73
SUP-0417,2024-07-10,Cat1_Purchased_Goods,0,10.3,APAC,0.72,0.26,medium,632.0,2.5,0.87
SUP-0418,2025-05-06,Cat1_Purchased_Goods,1,-113.4,EMEA,0.67,0.29,large,1081.0,2.5,0.82
SUP-0419,2025-08-14,Cat1_Purchased_Goods,1,-76.5,LATAM,0.52,0.35,large,1032.0,2.5,0.83
SUP-0420,2025-03-14,Cat4_Transport,1,-49.7,APAC,0.49,0.29,medium,646.0,0.12,0.78
SUP-0421,2024-07-02,Cat11_Use_of_Products,0,12.9,EU,0.74,0.37,large,1151.0,1.8,0.9
SUP-0422,2024-07-18,Cat11_Use_of_Products,1,-17.3,APAC,0.87,0.21,small,369.0,1.8,0.76
SUP-0423,2025-11-20,Cat1_Purchased_Goods,0,-3.2,NA,0.82,0.34,medium,884.0,2.5,0.58
SUP-0424,2025-01-02,Cat11_Use_of_Products,1,-53.8,APAC,0.65,0.36,medium,614.0,1.8,0.82
SUP-0425,2024-09-03,Cat11_Use_of_Products,0,8.2,NA,0.75,0.26,small,428.0,1.8,0.78
SUP-0426,2025-03-21,Cat1_Purchased_Goods,1,-70.0,NA,0.41,0.27,medium,679.0,2.5,0.64
SUP-0427,2025-08-23,Cat4_Transport,0,-7.8,APAC,0.51,0.32,medium,490.0,0.12,0.85
SUP-0428,2024-09-29,Cat11_Use_of_Products,0,-2.6,NA,0.72,0.45,small,583.0,1.8,0.73
SUP-0429,2025-03-01,Cat11_Use_of_Products,1,-45.1,EU,0.67,0.53,small,797.0,1.8,0.76
SUP-0430,2024-04-06,Cat1_Purchased_Goods,0,14.2,APAC,0.57,0.13,medium,719.0,2.5,0.92
SUP-0431,2025-04-16,Cat11_Use_of_Products,0,21.0,EU,0.5,0.21,medium,578.0,1.8,0.78
SUP-0432,2024-06-30,Cat4_Transport,0,-7.9,EU,0.64,0.48,large,1098.0,0.12,0.87
SUP-0433,2025-03-06,Cat11_Use_of_Products,1,-52.2,NA,0.75,0.29,small,596.0,1.8,0.69
SUP-0434,2025-06-19,Cat4_Transport,0,22.6,APAC,0.3,0.28,small,265.0,0.12,0.73
SUP-0435,2024-05-01,Cat1_Purchased_Goods,0,7.3,NA,0.54,0.38,medium,554.0,2.5,0.94
SUP-0436,2024-11-16,Cat11_Use_of_Products,0,-1.1,EMEA,0.56,0.35,small,439.0,1.8,0.75
SUP-0437,2024-06-10,Cat4_Transport,1,-65.9,NA,0.67,0.25,medium,566.0,0.12,0.76
SUP-0438,2024-05-29,Cat1_Purchased_Goods,1,-78.3,APAC,0.61,0.1,medium,572.0,2.5,0.87
SUP-0439,2025-07-01,Cat11_Use_of_Products,1,-87.4,EU,0.66,0.38,medium,762.0,1.8,0.79
SUP-0440,2024-11-29,Cat4_Transport,0,9.5,APAC,0.92,0.45,large,982.0,0.12,0.84
SUP-0441,2025-09-08,Cat4_Transport,0,0.4,NA,0.45,0.3,medium,733.0,0.12,0.8
SUP-0442,2024-07-27,Cat6_Business_Travel,0,39.5,NA,0.62,0.44,large,1208.0,0.255,0.87
SUP-0443,2024-07-05,Cat1_Purchased_Goods,0,-2.3,LATAM,0.55,0.4,small,492.0,2.5,0.8
SUP-0444,2024-04-10,Cat1_Purchased_Goods,0,6.0,NA,0.63,0.17,small,186.0,2.5,0.76
SUP-0445,2025-10-10,Cat4_Transport,0,-18.0,NA,0.85,0.43,small,313.0,0.12,0.63
SUP-0446,2025-08-08,Cat1_Purchased_Goods,0,-5.6,APAC,0.69,0.41,small,363.0,2.5,0.76
SUP-0447,2024-09-21,Cat1_Purchased_Goods,1,-54.5,NA,0.89,0.33,medium,736.0,2.5,0.8
SUP-0448,2024-05-10,Cat4_Transport,0,-12.6,NA,0.69,0.25,large,1204.0,0.12,0.97
SUP-0449,2025-09-21,Cat11_Use_of_Products,1,-30.7,APAC,0.55,0.38,medium,617.0,1.8,0.71
SUP-0450,2025-03-17,Cat4_Transport,0,2.3,APAC,0.56,0.21,medium,1015.0,0.12,0.78
SUP-0451,2025-12-24,Cat6_Business_Travel,1,-135.9,EU,0.59,0.52,large,1098.0,0.255,0.85
SUP-0452,2025-08-12,Cat1_Purchased_Goods,1,-53.9,NA,0.42,0.37,medium,813.0,2.5,0.77
SUP-0453,2024-09-24,Cat4_Transport,1,-120.0,APAC,0.66,0.23,large,1329.0,0.12,0.89
SUP-0454,2024-01-18,Cat4_Transport,0,20.4,NA,0.24,0.3,large,1010.0,0.12,0.88
SUP-0455,2025-03-18,Cat11_Use_of_Products,1,-33.5,APAC,0.72,0.33,small,378.0,1.8,0.7
SUP-0456,2024-06-02,Cat4_Transport,0,5.7,EU,0.73,0.52,medium,762.0,0.12,0.85
SUP-0457,2024-08-25,Cat1_Purchased_Goods,1,-84.1,APAC,0.69,0.32,large,1215.0,2.5,0.94
SUP-0458,2024-04-30,Cat11_Use_of_Products,0,-7.4,EMEA,0.82,0.42,medium,776.0,1.8,0.82
SUP-0459,2025-06-03,Cat6_Business_Travel,0,5.0,NA,0.51,0.44,small,775.0,0.255,0.6
SUP-0460,2025-03-13,Cat1_Purchased_Goods,0,13.2,APAC,0.48,0.34,large,873.0,2.5,0.88
SUP-0461,2025-03-21,Cat6_Business_Travel,0,35.4,EU,0.47,0.45,medium,633.0,0.255,0.8
SUP-0462,2025-01-16,Cat6_Business_Travel,1,-59.1,APAC,0.84,0.34,medium,658.0,0.255,0.77
SUP-0463,2024-02-26,Cat1_Purchased_Goods,0,6.2,EU,0.59,0.38,large,1157.0,2.5,0.87
SUP-0464,2024-08-13,Cat1_Purchased_Goods,1,-82.3,APAC,0.8,0.36,large,908.0,2.5,0.88
SUP-0465,2024-06-09,Cat1_Purchased_Goods,0,-5.4,APAC,0.49,0.51,medium,859.0,2.5,0.9
SUP-0466,2024-05-19,Cat4_Transport,0,6.7,EMEA,0.71,0.16,small,431.0,0.12,0.82
SUP-0467,2024-09-06,Cat6_Business_Travel,1,-91.0,LATAM,0.77,0.31,large,1272.0,0.255,0.91
SUP-0468,2024-05-30,Cat4_Transport,1,-86.4,APAC,0.73,0.28,large,1149.0,0.12,0.85
